noise,dqn_mean,dqn_std,dqn_ci,dqn_jack,dqn_fail,ppo_mean,ppo_std,ppo_ci,ppo_jack,ppo_fail,delta,t_stat,p_value,cohens_d
0.0,394.3713932096773,211.14912477585764,23.893772789585075,72.33333333333334,0.0,460.2682456305231,246.69789552312693,27.916494892203133,93.66666666666667,6.0,-65.89685242084579,-3.5090514130477337,0.0004843338499269094,-0.286512848105308
0.05,280.7699324990709,247.96075078444318,28.059400417916553,51.66666666666667,0.6666666666666667,355.65568143483176,344.1726991034157,38.946807293115114,79.0,10.333333333333334,-74.88574893576089,-3.052612378318228,0.0023795437288519285,-0.24924475697944876
0.1,227.2760596339413,295.03960915572804,33.386874762461666,46.33333333333333,5.333333333333334,11.248457990664962,479.927795017558,54.30894256241424,43.0,39.0,216.0276016432763,6.630643888234882,8.737082149203097e-11,0.5413898064093104
0.15,130.84533560622367,356.3635473119457,40.32633163410466,39.0,14.000000000000002,-131.7534595254927,462.00310773124477,52.28057324855525,27.333333333333332,50.66666666666667,262.5987951317164,7.782280007442614,3.439299331625227e-14,0.6354205017899093
